data_id,country,crop,plant_start,plant_end,plant_range,harvest_start,harvest_end,harvest_range,temp_average,precip_average
226,Ethiopia,Barley,121,181,61,305,365,61,19.6770749353747,81.6837487221942
229,French Guiana,Rice,314,120,172,121,293,173,26.2334702438566,234.969513183152
237,The Gambia,Rice,152,212,61,274,334,61,27.0415242789237,86.8483228767968
239,Georgia,Wheat,227,304,78,182,227,46,9.96721700331026,80.423987321697
246,Ghana (South),Rice,91,151,61,244,304,61,26.7446332885726,109.432383799353
247,Ghana (North),Rice,121,212,92,274,365,92,27.9712315299996,92.2183172752649
252,Guatemala,Wheat,101,172,72,253,324,72,22.3638160764104,153.873466533255
255,Guatemala,Rice,91,181,91,244,304,61,22.3789539628362,153.46217062057
260,Guinea,Rice,121,243,123,274,31,123,25.076174297084,169.700795529025
266,Guinea-Bissau,Rice,152,243,92,274,31,123,27.1357835042228,138.957433398745
268,Guyana,Rice,101,142,42,253,324,72,26.8432992794153,192.447458159775
273,Haiti,Rice,32,120,89,152,273,122,24.0905126672342,128.024245997744
274,Haiti,Rice,213,273,61,305,365,61,24.0905126672342,128.024245997744
291,Indonesia (Java),Rice,274,334,61,60,120,61,26.1141713411322,208.260237752838
292,Indonesia (Java),Rice,121,181,61,213,273,61,26.1141713411322,208.260237752838
293,Indonesia (South Sulawesi (east)),Rice,305,365,61,60,120,61,25.6235481339588,179.563554895252
294,Indonesia (South Sulawesi (west)),Rice,121,181,61,213,273,61,25.4326826489023,213.056673307413
295,Indonesia (Sumatra),Rice,213,273,61,32,90,59,26.1034426319055,207.692646969066
296,Indonesia (Sumatra),Rice,60,120,61,182,243,62,26.1034426319055,207.692646969066
299,Iran,Wheat,244,314,71,152,201,50,14.5589850379224,30.4310952847518
300,Iran,Barley,253,21,134,60,90,31,14.6556715098195,29.9383767493172
301,Iran,Rice,101,112,12,222,232,11,15.1236038125317,46.1925876460502
304,Iraq,Wheat,314,354,41,132,202,71,21.3393320895214,24.5498848653027
305,Iraq,Barley,283,354,72,101,171,71,21.5720682728119,22.0357963560854
309,Israel,Wheat,294,354,61,111,151,41,18.970217978418,43.0147246757174
310,Israel,Barley,314,354,41,102,171,70,18.9711335768356,43.0007949083589
318,Cote d'Ivoire,Rice,91,212,122,244,365,122,26.3262404459135,106.092393818097
321,Japan,Rice,132,202,71,258,324,67,11.9322523386018,136.357479907149
322,Japan,Wheat,263,334,72,152,202,51,8.75608429893222,116.362304845127
324,Jordan,Wheat,315,20,71,132,202,71,17.461438443476,20.6267904394048
325,Jordan,Barley,314,21,73,100,172,73,17.3640617128472,21.6112882972792
329,Kazakhstan,Wheat,121,155,35,221,273,53,2.75930135577052,26.6225551740042
330,Kazakhstan,Barley,91,151,61,217,277,61,4.0774455487148,27.3719543798869
332,Kenya,Wheat,132,181,50,274,334,61,23.4912079360153,70.5025621508355
339,Kenya,Barley,51,110,60,182,31,215,23.4889483305595,70.5372862734592
343,Kyrgyzstan,Wheat,229,284,56,152,229,78,3.00811733483261,37.5517357346278
346,Laos,Rice,137,197,61,274,365,92,24.658229574131,150.816340062015
347,Laos,Rice,319,31,78,91,120,30,24.658229574131,150.816340062015
349,Latvia,Wheat,232,282,51,191,232,42,5.68474753748006,54.0337878321763
350,Latvia,Rye,227,264,38,166,227,62,5.68474753817275,54.0337878342372
352,Latvia,Barley,91,151,61,218,278,61,5.68474753746329,54.0337878318399
353,Lebanon,Wheat,284,20,102,162,233,72,15.3616617884694,57.4287684028796
355,Lesotho,Wheat,121,151,31,305,334,30,11.5403566095083,68.3632160590176
358,Liberia,Rice,91,212,122,244,365,122,25.1904431760637,215.915441544661
361,Libya,Wheat,283,324,42,121,171,51,19.5528315125428,27.4247928230266
362,Libya,Barley,283,324,42,101,141,41,19.5528315070068,27.424792850617
366,Lithuania,Wheat,233,283,51,192,233,42,6.1716283924472,54.6201947095791
367,Lithuania,Rye,228,263,36,188,228,41,6.14980768029916,55.262979547634004
369,Lithuania,Barley,91,151,61,218,278,61,6.16339503508942,54.9280348988509
370,Macedonia,Wheat,289,349,61,152,212,61,10.160315691488,53.7901689557336
371,Macedonia,Rice,111,151,41,213,243,31,10.1567018639909,53.8516900416161
381,Madagascar,Wheat,121,151,31,305,334,30,22.5886499168088,140.398452518289
382,Madagascar,Rice,305,16,77,91,181,91,22.0940629883801,156.959326195379
387,Malawi,Wheat,32,81,50,192,243,52,21.3385733983054,90.3419025444821
388,Malawi,Rice,314,365,52,121,192,72,22.0136294722063,104.713603238192
391,Malaysia (Sabah prov.),Rice,161,263,103,344,109,131,25.6247617471719,204.774510960845
392,Malaysia (Sarawak prov.),Rice,223,263,41,11,141,131,25.8560985569313,289.659960948564
396,Mali,Rice,152,212,61,319,31,78,28.5603808380681,46.478314758629
401,Mauritania,Rice,152,197,46,274,334,61,28.4265430049168,22.6497257876738
402,Mauritania,Rice,274,365,92,60,120,61,28.4265430049168,22.6497257876738
407,Mexico,Rice,101,202,102,253,19,132,24.5035558715639,125.47545212603
414,Moldova,Wheat,233,283,51,192,233,42,9.83155766681938,42.9928568746998
419,Morocco,Wheat,315,355,41,132,172,41,17.0531767343197,41.7279250135563
420,Morocco,Barley,315,355,41,132,202,71,16.9598680963262,35.2560809600442
423,Mozambique,Wheat,121,151,31,274,304,31,23.1777251331516,89.3800707714506
428,Myanmar,Wheat,264,334,71,51,131,81,25.1542164247932,174.984969330173
431,Namibia,Wheat,121,166,46,274,319,46,20.1557727321871,31.8861576362456
434,Nepal,Wheat,294,345,52,71,181,111,20.8745550661047,142.365958486231
436,Nepal,Rice,141,223,83,294,353,60,21.2403313411268,146.142636163043
445,Nicaragua,Rice,152,181,30,274,334,61,25.4788878917883,143.511309413508
452,Niger,Rice,152,212,61,213,334,122,29.6601561480521,43.146419697488
466,Pakistan,Barley,283,324,42,70,120,51,22.2279794552722,35.9900700710512
474,Panama,Rice,102,202,101,222,293,72,25.6654470733152,184.594620007987
475,Paraguay,Wheat,101,172,72,254,324,71,21.4895850569243,145.071343628051
477,Paraguay,Rice,283,354,72,70,141,72,21.8342183221506,139.224847060955
483,Peru,Wheat,314,81,133,101,262,162,14.3200926854666,76.2406946819024
484,Peru,Barley,294,81,153,101,232,132,9.17376452090829,63.9143616114302
485,Peru,Rice,344,81,103,131,233,103,14.3346106095121,76.4810251097467
510,Saudi Arabia,Wheat,314,354,41,111,141,31,24.4899572137395,12.2389802154464
511,Saudi Arabia,Barley,314,354,41,91,120,30,23.4092695287352,10.7953266678979
519,Senegal,Rice,152,243,92,305,31,92,27.5464029900747,71.9512684614142
524,Sierra Leone,Rice,91,212,122,244,365,122,26.201745704375,228.945240530368
532,South Africa,Barley,100,172,73,283,353,71,16.8137581926869,30.1886098545074
535,South Africa,Rice,253,354,102,100,171,72,17.3228350929262,51.1374041118074
539,South Korea,Wheat,274,314,41,152,181,30,12.1207600290319,108.975622620148
540,South Korea,Barley,305,334,30,162,202,41,12.1211738051962,108.976525488763
542,South Korea,Rice,121,181,61,244,304,61,12.1182516249392,108.97546387447
547,Sri Lanka,Rice,244,354,111,10,111,102,26.7632376996873,150.707943156791
549,Sudan,Wheat,305,334,30,60,90,31,28.2474313779771,35.7175472133386
556,Suriname,Rice,71,233,163,253,294,42,27.1102748178501,162.515487323438
558,Swaziland,Wheat,121,151,31,305,334,30,19.3247688258582,73.1551028600376
560,Swaziland,Rice,284,324,41,10,140,131,19.3012797955878,73.3456706182586
562,Syria,Wheat,282,19,103,131,201,71,17.7275826800179,36.1701943586493
563,Syria,Barley,283,10,93,131,181,51,17.6949970798166,36.1308002080455
564,Syria,Rice,101,141,41,253,304,52,18.006551470092,46.4885634490058
566,Tajikistan,Wheat,227,318,92,152,227,76,9.88942225149033,52.2641083747807
569,Tanzania (South),Wheat,344,47,69,137,181,45,20.7282142436872,93.2716177619951
570,Tanzania (North),Wheat,15,75,61,152,212,61,20.9515294603227,67.2896141276315
571,Tanzania,Barley,11,81,71,162,243,82,22.0597028734961,86.2760663107254
590,Togo,Rice,121,151,31,289,319,31,26.6003835033091,104.543508789405
594,Trinidad & Tobago,Rice,152,223,72,294,344,51,26.0961115787645,167.027752658909
596,Tunisia,Wheat,284,354,71,152,181,30,17.073969340207,57.0703046137781
597,Tunisia,Barley,283,354,72,131,171,41,16.9352047479316,53.2661148019509
600,Turkey,Wheat,254,334,81,172,222,51,11.6034085428413,46.4245694604584
601,Turkey,Barley,253,355,103,132,202,71,11.1718225027819,42.5821464483137
603,Turkey,Rice,101,172,72,254,293,40,12.643901558467,51.4266617986495
606,Turkmenistan,Wheat,227,318,92,152,227,76,15.9141141090352,16.6740088940352
627,Uruguay,Wheat,121,243,123,313,8,61,17.6842130804588,91.8692905861114
628,Uruguay,Barley,161,202,42,313,18,71,17.6275363377931,91.0299504455814
630,Uruguay,Rice,274,353,80,70,151,82,17.8083075212136,105.699656921604
641,Venezuela,Rice,100,202,103,223,324,102,26.3440093654771,124.321817682309
649,Zambia,Wheat,121,166,46,274,318,45,22.2297244760646,68.4280238240248
653,Zimbabwe,Wheat,121,166,46,274,318,45,21.1084064135072,53.4812657106501
672,Bangladesh,Rice,151,222,72,303,360,58,25.5160540973765,187.623775530642
673,Bangladesh,Rice,311,30,85,107,148,42,25.5160540973765,187.623775530642
676,Brazil (Center-South),Wheat,87,147,61,241,334,94,19.9987195870892,132.106085998406
677,Brazil (Rio Grande do Sul),Wheat,119,180,62,270,364,95,19.5143663960783,142.468147057118
684,Bulgaria,Wheat,242,306,65,164,224,61,11.1701165769409,49.772197142794
685,"Canadian Prairies (Alberta, Saskatchewan, Manitoba)",Wheat,115,156,42,228,286,59,2.4935742451926,34.2896025239932
686,"Canadian Prairies (Alberta, Saskatchewan, Manitoba)",Barley,116,156,41,227,286,60,2.37685350924549,35.8150664680772
690,China,Rice,90,153,64,215,276,62,14.5309323199982,87.9378385135775
691,China,Rice,56,120,65,149,210,62,18.8148143436355,131.369002424898
692,China,Rice,151,214,64,276,336,61,18.8148143436355,131.369002424898
693,China (north),Wheat,59,119,61,190,234,45,4.87827374685305,36.1769276046995
694,China (North China Plain),Wheat,242,302,61,136,178,43,14.0554634765709,64.6579701727613
703,Finland,Barley,99,150,52,222,272,51,3.08759715279342,48.5309376730552
704,Finland,Oats,99,149,51,222,272,51,3.08759715804522,48.5309376775498
705,France,Wheat,272,335,64,182,243,62,10.7807433178778,64.0937479925753
707,France,Barley,247,303,57,148,209,62,10.6186463445877,64.9589659515662
711,Germany,Wheat,272,308,37,209,246,38,8.51586833380378,58.030032508873
712,Germany,Barley,242,306,65,151,211,61,8.47703846968793,58.8321029863778
713,Germany,Barley,87,126,40,211,252,42,8.47703846968793,58.8321029863778
714,Germany,Rye,243,306,64,151,212,62,8.65928330051265,52.6818997951362
720,Hungary,Wheat,242,306,65,152,212,61,10.482153542411,47.9534601733922
728,Italy,Wheat,276,339,64,151,212,62,13.4536349738464,64.093751236043
732,Mexico,Wheat,275,364,90,93,179,87,21.254026987728,47.4261539110236
736,Pakistan,Wheat,269,356,88,93,163,71,23.9660965697015,33.5223833726492
737,Pakistan,Rice,139,204,66,264,352,89,24.4220726854491,29.0699342717661
742,Poland,Wheat,243,308,66,179,240,62,7.86470962235916,50.2342619315952
743,Poland,Rye,242,306,65,149,210,62,7.80934681024577,48.0696276320382
744,Poland,Oats,83,147,65,208,268,61,7.78877441671884,49.1587399722076
748,Romania,Wheat,243,307,65,183,243,61,10.5065067618803,47.3143742475339
751,Russia,Barley,260,297,38,169,200,32,4.1533970568117,42.3952854302104
761,Spain,Wheat,301,364,64,143,211,69,12.5568995527522,45.3678792370057
762,Spain,Wheat,301,364,64,107,162,56,15.7863105251725,46.823800045859
763,Spain,Barley,320,363,44,148,209,62,12.562421060889,43.6487993762103
767,Spain,Rice,24,88,65,241,301,61,14.9056906534624,46.1303203382401
768,Sweden,Barley,102,153,52,224,274,51,6.16238508935982,49.951105502796
769,Sweden,Oats,105,153,49,244,305,62,6.29144454281555,52.7612428036586
770,Sweden,Wheat,243,306,64,151,211,61,6.3320536643691,49.9576210173145
780,Ukraine,Wheat,119,157,39,218,271,54,8.37267255366988,45.7917768238748
785,United Kingdom,Wheat,276,332,57,183,233,51,9.15072568731267,61.0493807523579
786,United Kingdom,Barley,59,116,58,183,233,51,8.77216468044936,70.968248405922
787,United Kingdom,Barley,260,308,49,150,210,61,8.77216468044936,70.968248405922
804,Ontario & Quebec,Wheat,256,312,57,182,248,67,6.77742847927575,78.7570264240256
809,Brazil (North & Northeast),Rice,1,59,59,148,243,96,26.3966329681802,134.398466227503
810,Brazil (Center-South),Rice,286,365,80,28,148,121,20.7475531294883,129.91099613215
815,Italy,Wheat,64,124,61,182,243,62,13.4536349738464,64.093751236043
816,Italy,Barley,310,61,117,141,196,56,13.2045828283688,67.8105872390819
817,Italy,Rice,95,148,54,269,310,42,12.1494232836115,75.1364841415959
819,Sweden,Rye,244,304,61,152,212,61,6.62336750014768,51.1937411961911
821,Yugoslavia (Former),Wheat,244,304,61,182,243,62,10.4250162684383,71.5735745823776
831,Burma (Myanmar),Rice,121,185,65,277,354,78,26.1194312479949,219.02888449542
832,Burma (Myanmar),Rice,301,365,65,69,163,95,26.1194312479949,219.02888449542
833,Thailand,Rice,128,243,116,279,34,121,27.1303261308936,116.906555476019
834,Thailand,Rice,6,69,64,116,181,66,27.1303261308936,116.906555476019
840,Vietnam (North),Rice,159,222,64,247,342,96,24.2363436666072,141.301907660458
841,Vietnam (South),Rice,166,288,123,325,40,81,27.1015788949629,150.968867901318
842,Vietnam (North),Rice,314,100,152,138,209,72,24.2363436666072,141.301907660458
843,Vietnam (South),Rice,330,71,107,84,143,60,27.1015788949629,150.968867901318
844,Philippines,Rice,91,169,79,254,349,96,26.1684156548056,202.838141178321
861,Argentina,Rice,242,349,108,59,175,117,19.5967564212391,99.2438018708353
862,Argentina,Wheat,127,233,107,304,22,84,16.6204673310008,70.2292452965605
864,South Africa (except Western Cape),Wheat,117,187,71,272,350,79,16.3259326584881,47.7001492431419
977,California,Barley,51,135,85,227,274,48,13.8219411805926,36.2699771759988
978,Colorado,Barley,74,135,62,191,263,73,6.3642589572004296,24.7537755237273
979,Idaho,Barley,83,146,64,209,272,64,6.1400703377566,34.1497770572817
980,Kansas,Barley,60,121,62,161,191,31,12.0471901543077,48.1607625673875
981,Michigan,Barley,105,141,37,207,243,37,6.69858331082682,65.5583583066584
982,Minnesota,Barley,106,156,51,207,267,61,4.1338449783496,46.1589259011286
983,Montana,Barley,97,152,56,216,271,56,5.86311575653343,30.9258382280307
984,Nebraska,Barley,79,108,30,199,211,13,8.67397003033276,42.4296010815861
985,Nevada,Barley,95,140,46,201,248,48,9.30049065417334,19.3847285922052
986,North Dakota,Barley,111,146,36,211,249,39,4.00136419659999,37.7658833984302
987,Oregon,Barley,244,135,257,186,244,59,8.63697073386436,35.8223373578898
988,South Dakota,Barley,96,140,45,193,232,40,6.70372047667888,38.9308403508734
989,Utah,Barley,79,130,52,196,244,49,7.40884603849844,35.0907785187552
990,Washington,Barley,60,140,81,196,258,63,8.87318313980669,35.618038392317
991,Wisconsin,Barley,95,135,41,196,244,49,6.31942414472181,65.9823533960637
992,Wyoming,Barley,74,148,75,210,264,55,5.88397443977814,23.896583955881
993,Arizona,Barley,314,32,84,135,182,48,20.8346886214432,20.3332860941721
994,California,Barley,258,120,228,135,227,93,13.8219411805926,36.2699771759988
995,Delaware,Barley,270,314,45,156,184,29,12.9558277072714,91.048620481584
996,Kansas,Barley,258,305,48,171,186,16,12.0471901543077,48.1607625673875
997,Kentucky,Barley,268,293,26,152,176,25,13.8376371099218,104.390319902882
998,Maryland,Barley,260,311,52,163,189,27,12.6442320394633,89.9918644626593
999,Nevada,Barley,248,293,46,191,237,47,9.30049065417334,19.3847285922052
1000,New Jersey,Barley,257,294,38,158,165,8,11.9272143790915,92.0838154429385
1001,North Carolina,Barley,268,335,68,145,206,62,14.6447715327372,97.2640031031012
1002,Oklahoma,Barley,255,325,71,157,191,35,15.5368686167066,63.4970881167972
1003,Pennsylvania,Barley,237,298,62,171,222,52,10.3620412957372,88.6456909700922
1004,South Carolina,Barley,280,349,70,145,199,55,16.2061577574035,105.235261918247
1005,Texas,Barley,253,335,83,140,182,43,17.8185118121834,59.7612706048239
1006,Virginia,Barley,253,329,77,150,196,47,13.5395209271613,89.0931606120927
1079,Alaska,Oats,125,156,32,244,283,40,1.64318847301336,50.2345372087592
1080,California,Oats,51,150,100,227,274,48,15.0962713803557,34.8742307338156
1081,Colorado,Oats,74,145,72,191,273,83,7.64803467197398,31.5990645351294
1082,Idaho,Oats,90,153,64,202,272,71,6.7261442398623,45.6923545204207
1083,Illinois,Oats,84,128,45,195,223,29,9.6133757156553,77.7925612481722
1084,Indiana,Oats,91,130,40,191,222,32,9.97678858399234,80.2683400333501
1085,Iowa,Oats,83,137,55,184,221,38,8.68742038277885,70.811346884927
1086,Kansas,Oats,51,105,55,191,222,32,12.6513881853807,65.885752190865
1087,Maine,Oats,127,160,34,222,283,62,3.90247847019864,83.031452955219
1088,Michigan,Oats,105,141,37,207,243,37,7.29153070935099,67.0557929014144
1089,Minnesota,Oats,100,146,47,205,253,49,5.48365153476134,55.9421540271481
1090,Missouri,Oats,60,120,61,171,213,43,11.9155736233852,81.9366883734196
1091,Montana,Oats,100,154,55,218,269,52,5.89530092898094,31.4306779302462
1092,Nebraska,Oats,83,129,47,185,224,40,9.31856342257408,52.4717015048661
1093,New York,Oats,91,135,45,213,253,41,7.53148045588997,78.6191996779585
1094,North Dakota,Oats,112,148,37,214,253,40,4.6658044568709,35.8508084723296
1095,Ohio,Oats,93,144,52,197,234,38,9.61631508888255,80.1913000781454
1096,Oregon,Oats,258,105,213,191,244,54,9.62715323685312,68.4704726112332
1097,Pennsylvania,Oats,105,145,41,201,242,42,9.39792935670863,88.0816642361887
1098,South Dakota,Oats,94,141,48,191,232,42,7.14354419301626,42.1529989587368
1099,Utah,Oats,79,152,74,206,273,68,7.21076033411898,32.1956089657732
1100,Washington,Oats,64,110,47,196,253,58,8.85613762009006,46.0559862838037
1101,West Virginia,Oats,91,152,62,182,244,63,10.413864314381,91.2367836951973
1102,Wisconsin,Oats,91,145,55,201,248,48,6.54525239800723,66.255904958563
1103,Wyoming,Oats,87,152,66,210,269,60,6.7664822807324,26.8816967956071
1104,Arkansas,Oats,275,330,56,159,186,28,16.5882055349332,108.073452548756
1105,California,Oats,258,74,182,166,244,79,15.0962713803557,34.8742307338156
1106,Georgia,Oats,263,344,82,140,176,37,18.2385512606911,103.750616289698
1107,North Carolina,Oats,258,344,87,148,201,54,15.2729587004985,99.7848035968377
1108,Oklahoma,Oats,255,334,80,157,193,37,15.3678251809782,64.7882019046064
1109,South Carolina,Oats,266,349,84,145,184,40,17.1719630885004,102.688923522074
1110,Texas,Oats,253,355,103,138,206,69,18.450591746117,60.2946607875753
1147,Arkansas,Rice,97,153,57,238,298,61,16.0311780514918,105.0068321287
1148,California,Rice,121,156,36,258,305,48,15.9054563927296,47.6347846721256
1149,Louisiana,Rice,79,153,75,203,281,79,19.4296716394234,122.434414206728
1150,Mississippi,Rice,92,160,69,237,300,64,17.0174371160151,112.751486086593
1151,Missouri,Rice,105,161,57,253,305,53,14.465113304867,100.385630791568
1152,Texas,Rice,81,146,66,203,288,86,20.5874024153652,93.9080961507275
1153,Georgia,Rye,263,339,77,130,176,47,18.1765653807637,102.402443847483
1154,Indiana,Rye,253,303,51,171,206,36,10.3572791391875,83.128675947028
1155,Kansas,Rye,244,274,31,161,186,26,12.878807495956,54.2186042036939
1156,Maryland,Rye,262,321,60,165,206,42,12.6069173665046,89.267980963805
1157,Minnesota,Rye,235,282,48,196,241,46,5.25963313398641,56.3685953280863
1158,Nebraska,Rye,242,279,38,181,220,40,8.96200787861332,48.6421800978299
1159,New Jersey,Rye,244,318,75,188,219,32,11.5622838543609,94.4381530102015
1160,New York,Rye,244,298,55,186,201,16,8.0763066439097,81.9663482841156
1161,North Carolina,Rye,263,339,77,148,209,62,15.4706425453453,100.547225905956
1162,North Dakota,Rye,250,273,24,191,213,23,4.77168665792378,37.7250192992282
1163,Ohio,Rye,253,293,41,176,201,26,9.6413642979682,79.8894917246064
1164,Oklahoma,Rye,248,288,41,161,166,6,15.3244954399977,61.806310601631
1165,Pennsylvania,Rye,242,303,62,186,222,37,10.0614540871633,89.02384604954
1166,South Carolina,Rye,266,347,82,143,191,49,16.9305364621328,101.688636170293
1167,South Dakota,Rye,242,280,39,190,227,38,6.24692242417004,42.7951364321903
1168,Texas,Rye,244,319,76,135,182,48,16.3313941011948,50.753013363175
1169,Virginia,Rye,232,334,103,156,186,31,12.7609675226854,87.0975728794334
1170,Wisconsin,Rye,227,274,48,186,222,37,6.1792359849005,66.0546440060537
1243,Idaho,Wheat,80,146,67,216,272,57,7.0683468922442,35.5081055605001
1244,Minnesota,Wheat,103,154,52,212,273,62,4.3957017747472,45.9324193103369
1245,Montana,Wheat,98,149,52,219,270,52,5.65961634420783,29.7174384748694
1246,Nevada,Wheat,95,140,46,201,248,48,8.89114608011774,19.6199883890077
1247,North Dakota,Wheat,109,147,39,216,257,42,4.41018927857796,36.8854920346018
1249,South Dakota,Wheat,93,137,45,196,242,47,7.05405104580342,39.471065597803
1254,Alabama,Wheat,275,346,72,121,182,62,16.7470945316417,120.026662544325
1255,Arizona,Wheat,314,32,84,135,182,48,21.6201795301875,15.6397985672006
1256,Arkansas,Wheat,276,331,56,159,186,28,16.1483809961549,105.381006735153
1257,California,Wheat,288,46,124,152,213,62,16.7768881886798,28.2703458531089
1258,Colorado,Wheat,237,283,47,176,222,47,9.85677968579855,32.5458621674255
1259,Delaware,Wheat,281,325,45,173,198,26,12.8859311474659,90.9676745618427
1260,Florida,Wheat,288,349,62,121,166,46,19.0663306316551,123.298451336261
1261,Georgia,Wheat,278,349,72,140,181,42,17.9158658824295,102.781226391243
1262,Idaho,Wheat,251,307,57,204,257,54,7.0683468922442,35.5081055605001
1263,Illinois,Wheat,272,310,39,173,201,29,12.1440981775994,84.7819329373584
1264,Indiana,Wheat,263,314,52,171,206,36,11.1539232863901,87.0034890255981
1265,Iowa,Wheat,249,303,55,175,219,45,9.60013254787864,72.0501700942071
1266,Kansas,Wheat,253,298,46,166,206,41,12.5292234558295,54.2242795657514
1267,Kentucky,Wheat,266,324,59,163,191,29,13.801764634037,103.794973638802
1268,Louisiana,Wheat,281,346,66,134,174,41,18.6455620540234,117.533636675577
1269,Maryland,Wheat,278,323,46,173,201,29,12.9900371557231,90.5062344117253
1270,Michigan,Wheat,256,302,47,195,216,22,8.26731168988476,68.0586862310984
1272,Mississippi,Wheat,267,344,78,148,188,41,17.0881688926464,114.443490202733
1273,Missouri,Wheat,263,324,62,166,201,36,12.9480874801406,88.5435213947473
1274,Montana,Wheat,250,296,47,209,251,43,5.65961634420783,29.7174384748694
1275,Nebraska,Wheat,242,279,38,177,220,44,9.72748131837416,43.0332496339451
1276,Nevada,Wheat,248,293,46,196,237,42,8.89114608011774,19.6199883890077
1277,New Jersey,Wheat,257,318,62,182,226,45,11.7248704300823,93.4313375982305
1278,New Mexico,Wheat,237,288,52,166,196,31,13.8982518289335,34.4768179603102
1279,New York,Wheat,253,305,53,196,217,22,8.11292092038494,72.1658585467927
1280,North Carolina,Wheat,263,354,92,149,206,58,15.6728206949972,102.367069015283
